AU1	AU1-2	AU2	AU2L	AU4	AU5	AU6	AU6L	AU6R	AU7L	AU7R	AU9	AU10Open	AU10LOpen	AU10ROpen	AU11L	AU11R	AU12	AU25-12	AU12L	AU12R	AU13	AU14	AU14L	AU14R	AU15	AU16Open	AU17	AU20	AU20L	AU20R	AU22	AU23	AU24	AU25	AU26	AU27i	AU38	AU39	AU43	AU7	AU12-6	emo
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7465587381783038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7992951826481177	happy
0.62116952441265	0.7053840175940985	0.6055949503944468	0.44983577852437845	0.0	0.6441865543673758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3515706449451228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8481321694404977	0.6173422410006136	0.0	0.0	0.0	0.0	0.0	surprise
0.0	0.0	0.0	0.0	0.7714450819780768	0.9516932905892455	0.6149908009850446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7254684786425103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9678318625454948	0.0	0.5554371698715656	0.0	0.0	0.0	fear
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7787610430851956	0.5117715119689443	0.7467750940897993	0.0	0.7933172725724302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8170518848198829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7773347657854744	0.0	0.0	disgust
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6314459929471373	0.6178464364639965	0.0	0.0	0.0	0.0	0.0	0.6577557775641101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6110814908667493	0.0	0.0	0.0	0.0	0.8069069096335876	0.0	0.0	0.3800919682697546	0.7526017342386166	0.7617806762512626	0.0	0.0	0.0	0.0	0.0	anger
0.0	0.0	0.0	0.0	0.7121608240978269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7498225928710679	0.0	0.0	0.0	0.0	0.0	0.7424548414405101	0.0	0.0	sad
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	neutral
